runId,startedAt,endedAt,mode,benchmarkCategory,scenarioName,intervalMs,durationMs,operationCount,finalCrdtValue,averageOperationTimeMs,maxOperationTimeMs,burstSize,burstMergeTimeMs,notes
run_1784381914397_933045aa876c88,2026-07-18T13:37:34.381Z,2026-07-18T13:38:34.397Z,js,dashboard_continuous,dashboard_continuous_1000_50ms,50,60000,901,799004929,3.610923422,14.08208299,0,0,Completed full 60s dashboard workload benchmark
run_1784381976099_52e8ad05a793b8,2026-07-18T13:38:36.078Z,2026-07-18T13:39:36.099Z,js,dashboard_continuous,dashboard_continuous_1000_50ms,50,60000,901,799004929,3.578704262,17.70325005,0,0,Completed full 60s dashboard workload benchmark
run_1784382052072_4354794fe10454,2026-07-18T13:39:52.058Z,2026-07-18T13:40:52.072Z,native,dashboard_continuous,dashboard_continuous_1000_50ms,50,60000,901,799004929,1.471038028,9.965542078,0,0,Completed full 60s dashboard workload benchmark
run_1784382118235_08a76e60a0f3b68,2026-07-18T13:40:58.223Z,2026-07-18T13:41:58.235Z,native,dashboard_continuous,dashboard_continuous_1000_50ms,50,60000,900,799004929,1.461262716,17.62966704,0,0,Completed full 60s dashboard workload benchmark
run_1784382182315_f97122abe35a8,2026-07-18T13:42:02.303Z,2026-07-18T13:43:02.315Z,native,dashboard_continuous,dashboard_continuous_1000_50ms,50,60000,900,799004929,1.456805108,17.77170789,0,0,Completed full 60s dashboard workload benchmark
run_1784382245779_0de40a008cb4e48,2026-07-18T13:43:05.767Z,2026-07-18T13:44:05.779Z,native,dashboard_continuous,dashboard_continuous_1000_50ms,50,60000,900,799004929,1.469229224,18.14737499,0,0,Completed full 60s dashboard workload benchmark
run_1784382307493_0d16586fcbb50d8,2026-07-18T13:44:07.481Z,2026-07-18T13:45:07.493Z,native,dashboard_continuous,dashboard_continuous_1000_50ms,50,60000,900,799004929,1.509352839,17.75141597,0,0,Completed full 60s dashboard workload benchmark
run_1784382384994_b61686cdd064a8,2026-07-18T13:45:24.977Z,2026-07-18T13:46:24.994Z,js,dashboard_continuous,dashboard_continuous_1000_50ms,50,60000,901,799004929,3.582728682,21.30925,0,0,Completed full 60s dashboard workload benchmark
run_1784382445974_30b46af9820aee,2026-07-18T13:46:25.958Z,2026-07-18T13:47:25.974Z,js,dashboard_continuous,dashboard_continuous_1000_50ms,50,60000,901,799004929,3.538954171,17.47345901,0,0,Completed full 60s dashboard workload benchmark
run_1784382510751_729aecb2f89dc,2026-07-18T13:47:30.738Z,2026-07-18T13:48:30.751Z,native,dashboard_continuous,dashboard_continuous_1000_20ms,20,60000,1800,799004929,0.83986245,17.9267081,0,0,Completed full 60s dashboard workload benchmark
run_1784382580414_88cf7993426c1,2026-07-18T13:48:40.402Z,2026-07-18T13:49:40.414Z,native,dashboard_continuous,dashboard_continuous_1000_20ms,20,60000,1801,799004929,0.8451763044,11.01358306,0,0,Completed full 60s dashboard workload benchmark
run_1784382646397_4f8999f9a569d,2026-07-18T13:49:46.383Z,2026-07-18T13:50:46.397Z,js,dashboard_continuous,dashboard_continuous_1000_20ms,20,60000,1801,799004929,1.51855596,18.106125,0,0,Completed full 60s dashboard workload benchmark
run_1784382712642_007f25addfcbc83c,2026-07-18T13:50:52.630Z,2026-07-18T13:51:52.642Z,native,dashboard_continuous,dashboard_continuous_1000_20ms,20,60000,1800,799004929,0.8575789728,17.048792,0,0,Completed full 60s dashboard workload benchmark
run_1784382778491_b88a2e0aba75e8,2026-07-18T13:51:58.477Z,2026-07-18T13:52:58.491Z,js,dashboard_continuous,dashboard_continuous_1000_20ms,20,60000,1801,799004929,1.503655165,18.05716598,0,0,Completed full 60s dashboard workload benchmark
run_1784382845520_2ad93b4f1f6528,2026-07-18T13:53:05.507Z,2026-07-18T13:54:05.520Z,native,dashboard_continuous,dashboard_continuous_1000_20ms,20,60000,1800,799004929,0.8574169562,18.10479105,0,0,Completed full 60s dashboard workload benchmark
run_1784382910267_9278f6e6e30e1,2026-07-18T13:54:10.255Z,2026-07-18T13:55:10.267Z,js,dashboard_continuous,dashboard_continuous_1000_20ms,20,60000,1800,799004929,1.522102931,19.86158395,0,0,Completed full 60s dashboard workload benchmark
run_1784382974264_0ffb2a8f19a3b88,2026-07-18T13:55:14.252Z,2026-07-18T13:56:14.264Z,native,dashboard_continuous,dashboard_continuous_1000_20ms,20,60000,1800,799004929,0.8545749508,17.04649997,0,0,Completed full 60s dashboard workload benchmark
run_1784383042244_7b7209e7264588,2026-07-18T13:56:22.232Z,2026-07-18T13:57:22.244Z,js,dashboard_continuous,dashboard_continuous_1000_20ms,20,60000,1800,799004929,1.515875146,18.05149996,0,0,Completed full 60s dashboard workload benchmark
run_1784383120874_a37d989998b1b,2026-07-18T13:57:40.862Z,2026-07-18T13:58:40.874Z,js,dashboard_continuous,dashboard_continuous_1000_20ms,20,60000,1800,799004929,1.533163767,19.27420795,0,0,Completed full 60s dashboard workload benchmark
run_1784383298952_244bc76e4a270e,2026-07-18T14:00:38.939Z,2026-07-18T14:01:38.952Z,js,dashboard_continuous,dashboard_continuous_1000_100ms,100,60000,515,799004929,3.805675953,17.97566605,0,0,Completed full 60s dashboard workload benchmark
