runId,startedAt,endedAt,mode,benchmarkCategory,scenarioName,intervalMs,durationMs,operationCount,finalCrdtValue,averageOperationTimeMs,maxOperationTimeMs,burstSize,burstMergeTimeMs,notes
run_1784378836370_67c6e5591d6044,2026-07-18T12:46:16.359Z,2026-07-18T12:47:16.370Z,native,dashboard_continuous,dashboard_continuous_10000_100ms,100,60000,515,1951708664,3.3730911333584093,14.358083009719849,0,0,Completed full 60s dashboard workload benchmark
run_1784378900884_5899aa9fd81af8,2026-07-18T12:47:20.872Z,2026-07-18T12:48:20.884Z,native,dashboard_continuous,dashboard_continuous_10000_100ms,100,60000,515,1951708664,3.361878243233394,19.1117080450058,0,0,Completed full 60s dashboard workload benchmark
run_1784378962748_ac0900d0e99928,2026-07-18T12:48:22.735Z,2026-07-18T12:49:22.748Z,js,dashboard_continuous,dashboard_continuous_10000_100ms,100,60000,452,1951708664,23.806207596200757,30.417791962623596,0,0,Completed full 60s dashboard workload benchmark
run_1784379023818_a28b1db24d79a8,2026-07-18T12:49:23.817Z,2026-07-18T12:50:23.818Z,native,dashboard_continuous,dashboard_continuous_10000_100ms,100,60000,515,1951708664,3.3462641773872006,17.27258288860321,0,0,Completed full 60s dashboard workload benchmark
run_1784379088474_f2b5d396747778,2026-07-18T12:50:28.462Z,2026-07-18T12:51:28.474Z,js,dashboard_continuous,dashboard_continuous_10000_100ms,100,60000,451,1951708664,23.915741781966386,29.937416911125183,0,0,Completed full 60s dashboard workload benchmark
run_1784379152670_559236fd8930bc,2026-07-18T12:51:32.659Z,2026-07-18T12:52:32.670Z,native,dashboard_continuous,dashboard_continuous_10000_100ms,100,60000,515,1951708664,3.4146046842186197,19.031583070755005,0,0,Completed full 60s dashboard workload benchmark
run_1784379230810_cbf2b8b7e3e2b8,2026-07-18T12:52:50.795Z,2026-07-18T12:53:50.810Z,js,dashboard_continuous,dashboard_continuous_10000_100ms,100,60000,452,1951708664,24.073379162138544,29.776041984558105,0,0,Completed full 60s dashboard workload benchmark
run_1784379292941_78d82fb65f37a,2026-07-18T12:53:52.929Z,2026-07-18T12:54:52.941Z,native,dashboard_continuous,dashboard_continuous_10000_100ms,100,60000,515,1951708664,3.4245897980569637,17.141250014305115,0,0,Completed full 60s dashboard workload benchmark
run_1784379359189_13cf66a4d8aa6f,2026-07-18T12:54:59.176Z,2026-07-18T12:55:59.189Z,js,dashboard_continuous,dashboard_continuous_10000_100ms,100,60000,452,1951708664,23.618669719558902,31.198333978652954,0,0,Completed full 60s dashboard workload benchmark
run_1784379420337_fc02290c728ec8,2026-07-18T12:56:00.324Z,2026-07-18T12:57:00.337Z,js,dashboard_continuous,dashboard_continuous_10000_100ms,100,60000,452,1951708664,23.762849648969365,30.10841691493988,0,0,Completed full 60s dashboard workload benchmark
run_1784379493101_beac01a8cf5aa,2026-07-18T12:57:13.088Z,2026-07-18T12:58:13.101Z,native,dashboard_continuous,dashboard_continuous_10000_50ms,50,60000,900,1951708664,3.3735341730382706,16.249624967575073,0,0,Completed full 60s dashboard workload benchmark
run_1784379555132_0d0ed85b0268448,2026-07-18T12:58:15.119Z,2026-07-18T12:59:15.132Z,js,dashboard_continuous,dashboard_continuous_10000_50ms,50,60000,864,1951708664,14.461493726819754,31.177040934562683,0,0,Completed full 60s dashboard workload benchmark
run_1784379618829_d35a9f6d301108,2026-07-18T12:59:18.817Z,2026-07-18T13:00:18.829Z,js,dashboard_continuous,dashboard_continuous_10000_50ms,50,60000,869,1951708664,14.242738730751055,29.968459010124207,0,0,Completed full 60s dashboard workload benchmark
run_1784379679844_7b895529845268,2026-07-18T13:00:19.831Z,2026-07-18T13:01:19.844Z,js,dashboard_continuous,dashboard_continuous_10000_50ms,50,60000,855,1951708664,14.657148261237563,28.762708067893982,0,0,Completed full 60s dashboard workload benchmark
run_1784379747141_42efab34ded73c,2026-07-18T13:01:27.129Z,2026-07-18T13:02:27.141Z,native,dashboard_continuous,dashboard_continuous_10000_50ms,50,60000,900,1951708664,3.3512682387563917,17.684249997138977,0,0,Completed full 60s dashboard workload benchmark
run_1784379811839_ff62002754a2f,2026-07-18T13:02:31.826Z,2026-07-18T13:03:31.839Z,js,dashboard_continuous,dashboard_continuous_10000_50ms,50,60000,867,1951708664,14.276970332331587,29.047625064849854,0,0,Completed full 60s dashboard workload benchmark
run_1784379876187_d0aeb5646fc4c,2026-07-18T13:03:36.174Z,2026-07-18T13:04:36.187Z,native,dashboard_continuous,dashboard_continuous_10000_50ms,50,60000,900,1951708664,3.4500212819046445,17.236000061035156,0,0,Completed full 60s dashboard workload benchmark
run_1784379946517_da0af783c4d7c8,2026-07-18T13:04:46.504Z,2026-07-18T13:05:46.517Z,js,dashboard_continuous,dashboard_continuous_10000_50ms,50,60000,863,1951708664,14.329040515602395,27.96945810317993,0,0,Completed full 60s dashboard workload benchmark
run_1784380009715_67fcc640bf01ac,2026-07-18T13:05:49.702Z,2026-07-18T13:06:49.715Z,native,dashboard_continuous,dashboard_continuous_10000_50ms,50,60000,900,1951708664,3.4184035408496856,17.663290977478027,0,0,Completed full 60s dashboard workload benchmark
run_1784380071696_cfc8dec584dc68,2026-07-18T13:06:51.683Z,2026-07-18T13:07:51.696Z,native,dashboard_continuous,dashboard_continuous_10000_50ms,50,60000,900,1951708664,3.392139173083835,17.281708002090454,0,0,Completed full 60s dashboard workload benchmark
run_1784380135626_41dad5b342fcb4,2026-07-18T13:07:55.614Z,2026-07-18T13:08:55.626Z,js,dashboard_continuous,dashboard_continuous_10000_20ms,20,60000,1800,1951708664,8.000056185921034,30.905457973480225,0,0,Completed full 60s dashboard workload benchmark
run_1784380208507_09e7107f9b39e98,2026-07-18T13:09:08.495Z,2026-07-18T13:10:08.507Z,native,dashboard_continuous,dashboard_continuous_10000_20ms,20,60000,1800,1951708664,1.5802295422554016,18.034790992736816,0,0,Completed full 60s dashboard workload benchmark
run_1784380278188_246a7a9d4c1eba,2026-07-18T13:10:18.176Z,2026-07-18T13:11:18.188Z,native,dashboard_continuous,dashboard_continuous_10000_20ms,20,60000,1800,1951708664,1.5784530984693104,18.954457998275757,0,0,Completed full 60s dashboard workload benchmark
run_1784380339652_cc05dc55b9ce98,2026-07-18T13:11:19.640Z,2026-07-18T13:12:19.652Z,native,dashboard_continuous,dashboard_continuous_10000_20ms,20,60000,1800,1951708664,1.572145784828398,19.042207956314087,0,0,Completed full 60s dashboard workload benchmark
run_1784380417633_4ebffde91084e,2026-07-18T13:12:37.620Z,2026-07-18T13:13:37.633Z,js,dashboard_continuous,dashboard_continuous_10000_20ms,20,60000,1800,1951708664,8.043403541776868,30.31095802783966,0,0,Completed full 60s dashboard workload benchmark
run_1784380483997_235edd299614ec,2026-07-18T13:13:43.985Z,2026-07-18T13:14:43.997Z,js,dashboard_continuous,dashboard_continuous_10000_20ms,20,60000,1799,1951708664,8.104328298316922,28.59600007534027,0,0,Completed full 60s dashboard workload benchmark
run_1784380550444_77399f10f12c44,2026-07-18T13:14:50.432Z,2026-07-18T13:15:50.444Z,js,dashboard_continuous,dashboard_continuous_10000_20ms,20,60000,1800,1951708664,7.907631992631488,35.28370797634125,0,0,Completed full 60s dashboard workload benchmark
run_1784380611575_9ba0da9b16c268,2026-07-18T13:15:51.563Z,2026-07-18T13:16:51.575Z,js,dashboard_continuous,dashboard_continuous_10000_20ms,20,60000,1800,1951708664,7.964741567042139,28.46733295917511,0,0,Completed full 60s dashboard workload benchmark
